,Text,Sentiment,Date,Favorites,Retweets,Mentions,HashTags
598,It wouldn't be a stock market if we didn't have the obligatory algos end of day/week fade. $DJI $SPY $QQQ $IWM,neutral,2020-03-27 20:02:03+00:00,0,5,,
601,"#CoronaVirusUpdate is still forcing the #stockmarket down heavily. Now this little intraday channel on #SP500, #NASDAQ and #DJI should hold and fade down. Let's see. #Pandemia numbers broke the half million people ill today.",negative,2020-03-27 15:58:18+00:00,0,1,,#CoronaVirusUpdate #stockmarket #SP500 #NASDAQ #DJI #Pandemia
602,"Crazy how the stock market works. It's like of like... ""If you wiggle the bait, will they bite?"" We all know it's going to fall further over the next year. Now is not the time to buy. I'm waiting for .DJI at 15,000 before I call rock bottom, poss further on globalist imbalances",negative,2020-03-27 15:57:15+00:00,0,0,,
603,#Exchange #NewYorkStockExchange #NYSE #TheBigBoard #DowJonesIndustrialAverage #DJIA #DJI #StockMarketIndex #StockMarket #SandPGlobal #CMEGroup #NASDAQ #JapanExchangeGroup #ShanghaiStockExchange #Euronext #LondonStockExchange #HongKongStockExchange #ShenzhenStockExchange #TMXGroup,neutral,2020-03-27 15:03:51+00:00,0,0,,#Exchange #NewYorkStockExchange #NYSE #TheBigBoard #DowJonesIndustrialAverage #DJIA #DJI #StockMarketIndex #StockMarket #SandPGlobal #CMEGroup #NASDAQ #JapanExchangeGroup #ShanghaiStockExchange #Euronext #LondonStockExchange #HongKongStockExchange #ShenzhenStockExchange #TMXGroup
604,"Good morning everyone, Today is Friday, March 27, 2020. It is 9:00 AM CST/10:00 AM EST. The stock market at this moment: DJI: 21,624 NAS: 7,647 SP500: 2532",neutral,2020-03-27 14:04:24+00:00,0,0,,
605,â€˜Most photographedâ€™ Wall Street Trader has Coronavirus https://www.850wftl.com/most-photographed-wall-street-trader-has-coronavirus/ #DJI #Stockmarket #coronavirus,neutral,2020-03-27 13:36:09+00:00,0,0,,#DJI #Stockmarket #coronavirus
607,What do you think? #dji #snp500 #nasdaq #stockmarket ,neutral,2020-03-27 09:15:50+00:00,0,1,,#dji #snp500 #nasdaq #stockmarket
611,Weird that the stock market is up 20% from the bottom even though there were 30K new Covid-19 cases in the country. The unemployment rate is at the highest. I see $DJI touching around 23k~ and potentially headed down to 15K~ in the next few weeks #StockMarket #DJI #COVID19,negative,2020-03-27 03:48:45+00:00,2,12,,#StockMarket #DJI #COVID19
612,"$SPY $DJI are we heading to â€œComplacencyâ€? Be alerted guys, stock market might end up like $BTC chart 2016-2019",negative,2020-03-27 03:20:34+00:00,0,6,,
613,#History And Causes Of The #1929 #StockMarket Crash Wall Street $DJI https://bit.ly/2NkPFR6,negative,2020-03-27 01:05:37+00:00,0,0,,#History #StockMarket
621,In case the stock market forgot..this is going on in the US right now. yup. people waiting to get into a hospital. $DJIA $GLD $SLV #gold #silver $GOLD $NEM $AU $SA $NUGT $JNUG $SPY $VXX $DJI $DIA,neutral,2020-03-26 20:54:44+00:00,1,1,,#gold #silver
622,Today's post on the DJI stock market return (by %) over the past few US presidents. Trump is out of the red again. ,neutral,2020-03-26 20:46:07+00:00,0,0,,
625,#Stockmarket continues to rally with #DJI up about 1000. Momentum is fading and still looking for a #selloff into #monthend. If #DJI can close over 25000 TM then rally stays alive. But we're not optimistic. Even over 23000 would be good. Could see fade into the close.,neutral,2020-03-26 17:30:50+00:00,0,0,,#Stockmarket #DJI #selloff #monthend #DJI
627,"Hooray, trumps making the rich rich again Dow Jones Industrial Average INDEXDJX: .DJI 22,281.57 +1,081.02 (5.10%) When the stock market is a measure of how much magicked up money has pumped into it then society has a SERIOUS problem.",negative,2020-03-26 16:41:10+00:00,0,2,,
628,We might be setting up for a stock market bull trap around 24000 pts ($DJI). Buy slowly. And at a fair discount,negative,2020-03-26 16:32:07+00:00,0,0,,
629,"Imo we are just seeing a faster version of 1929 (not saying we will drop as much). This rally for me is a bull trap, I mean, how can the stock market rise, if we whole economy will be shut down because of the virus? $DJI ",negative,2020-03-26 16:31:47+00:00,1,10,,
631,Which do you believe we will see first on the #DowJonesIndustrialAverage ? #dowjones #djia $dji #crypto #cryptocurrency #cryptocurrencies #bitcoin #ripple #ethereum #btc #xrp #eth $btc $xrp $eth #stocks #stockstowatch #stockmarket #COVIDãƒ¼19 #federalreserve #FED #economy,neutral,2020-03-26 14:34:59+00:00,3,3,,#DowJonesIndustrialAverage #dowjones #djia #crypto #cryptocurrency #cryptocurrencies #bitcoin #bitcoin #ripple #ethereum #btc #btc #xrp #eth #stocks #stockstowatch #stockmarket #COVID #federalreserve #FED #economy
632,the â€œclose the marketsâ€ crowd has been quite now that weâ€™ve had 2 up days... where you at? #investing #stocks #StockMarket #bonds #investment #investments #investors $SPX $DJI,neutral,2020-03-26 13:07:29+00:00,1,1,,#investing #stocks #StockMarket #bonds #investment #investments #investors
634,$SPX $SPY $DJI Stock Market &amp; #COVIDãƒ¼19 Allways remember we know what they want. Don't let main stream media or anyone come between you and the Market. FOCUS,neutral,2020-03-26 12:36:23+00:00,0,0,,#COVID
637,13% Of Small Businesses Will Be Busted In #TooLittleTooLate #TooLate $rty $iwm $rut $dji $dia $ndx $qqq $spx $spy #StockMarketCrash2020 #StockMarket #StormIsUponUs #Stock ,negative,2020-03-26 06:32:51+00:00,0,1,,#TooLittleTooLate #TooLate #StockMarketCrash2020 #StockMarket #StormIsUponUs #Stock
639,Doctors And Nurses Say More People Are Dying Of COVID-19 In The US Than We Know #covid #stockmarket $spx $spy $ndx $qqq $rty $iwm $dji $dia $vix $es_f https://www.buzzfeednews.com/article/nidhiprakash/coronavirus-update-dead-covid19-doctors-hospitals #SmartNews,neutral,2020-03-26 03:06:05+00:00,0,2,,#covid #stockmarket #SmartNews
640,"Last month performance, lets keep winning $spy $spx $dji $soxl $soxs $ugld $uslv #BTC #Bitcoin #Oilprices #GOLD #SP500 #DowJones #stocks #StockMarket #trading",neutral,2020-03-26 00:29:13+00:00,1,2,,#BTC #BTC #Bitcoin #Bitcoin #Oilprices #GOLD #SP500 #DowJones #stocks #StockMarket #trading
642,"Stocks Skyrocket & Volatility Wilts on Fed Liquidity, Coronavirus Stimulus Optimism â€“ is the #StockMarket Selloff Over? Read More: https://www.dailyfx.com/forex/technical/home/analysis/spx500/2020/03/25/stocks-soar-as-volatility-flows-is-it-a-bear-market-bounce.html $SPX $DJI $NDX $VIX #Trading #Analysis",negative,2020-03-25 21:13:35+00:00,0,4,,#StockMarket #Trading #Analysis
643,"The higher the R:R of your trades on average, the less % of your trades need to be profitable. #stockmarket #trading $DJI $SPY",neutral,2020-03-25 21:03:25+00:00,0,3,,#stockmarket #trading
644,The last two trading days are the most blatant example of â€œthe stock market is not the economyâ€ that Iâ€™ve ever witnessed. $DJI $SPX $QQQ,negative,2020-03-25 20:53:27+00:00,0,2,,
648,"That ""DJI"" graphic with changing numbers on newscasts is Dow Jone Index, just a particular list of particular stocks, one popular index out of many. The different stock markets are much smaller than the bond/debt markets, which in turn are much smaller than the ""futures"" markets.",neutral,2020-03-25 18:39:56+00:00,0,0,,
649,Despite this spike by the #stockmarket with #DJI up another 1000 pts we doubt we have made our final low. There will be month end liquidations and that could send markets to new lows. But momentum falling and new rebound rally should start sometime after month end.,negative,2020-03-25 17:13:52+00:00,0,0,,#stockmarket #DJI
651,"DJI Resistance at about 21600, this feels like a false bounce to me. Be careful if your jumping in. #StockMarket",negative,2020-03-25 15:29:46+00:00,0,1,,#StockMarket
652,SELL #DowJones #DJI at 21160 SL 21400 TP 20800 Follow me for the Real Time Live trading signals in Global Financial Markets #forexsignal #forexsignals #trading #forextrading #gbpnzd #GBPCAD #daytrader #stocks #stockmarket #BitcoinCash #EURJPY #EURAUD #GBPCHF #Apple #coronavirus,negative,2020-03-25 15:17:24+00:00,0,2,,#DowJones #DJI #forexsignal #forexsignals #trading #forextrading #gbpnzd #GBPCAD #daytrader #stocks #stockmarket #BitcoinCash #EURJPY #EURAUD #GBPCHF #Apple #coronavirus
657,"I see $DJI hitting $16,275 by EOY. #StockMarket #trading",neutral,2020-03-25 02:32:29+00:00,0,0,,#StockMarket #trading
658,How Long Can You Go Part3! Market Crash is Over? #chartctasaham #astrocyclectasaham #ctasaham #Saham #IDX #IHSG #dji #stockmarket #yuknabungssham #yuktradingsaham #analisasaham #analisateknikal #wallstreet #rtibusiness #tradingsaham #coronavirus #marketcrash #investasisaham,neutral,2020-03-25 00:34:19+00:00,0,0,,#chartctasaham #astrocyclectasaham #ctasaham #Saham #IDX #IHSG #dji #stockmarket #yuknabungssham #yuktradingsaham #analisasaham #analisateknikal #wallstreet #rtibusiness #tradingsaham #coronavirus #marketcrash #investasisaham
662,Can the stock market find support above 20k? $DJI waiting for convincing follow through in tomorrowâ€™s market,neutral,2020-03-24 22:44:23+00:00,0,0,,
663,Wiping out 6-8 years of gains in the $SPX and $DJI is possible. It could happen in a few more weeks. We can also rally 3-5 years of gains. In a few weeks. Welcome to the Stock markets of the year 2020. #TradersParadise,neutral,2020-03-24 21:15:24+00:00,0,4,,#TradersParadise
664,Perspective to this stock market day. May I present the 6 month DOW and the 6 month S&amp;P. #DJI #SP500,neutral,2020-03-24 21:03:08+00:00,0,0,,#DJI #SP500
665,"He's a financial genius. stock-market-news-for-feb-24-2020-20... Feb 24, 2020 - The Dow Jones Industrial Average (DJI) tumbled 0.8% or 227.51 points to close at 28,992.40. The S&amp;P 500 tanked 1.1% to close at 3,337.75. Today, 20,704.91 +2,112.98 (11.37%)",negative,2020-03-24 20:45:22+00:00,0,0,,
669,Do you trust this #stockmarket rally? $spy $dji $qqq $dia $vix,neutral,2020-03-24 15:00:18+00:00,0,2,,#stockmarket
670,"Possible outcome of removing restrictions: stock market DJI drops to 2000 &amp; consists of the last few surviving companies. (Iâ€™d include DJTâ€™s companies here, but they are all privately held.) If left up to DJT, the list would consist of lobbying companies bailed out with our tax $",negative,2020-03-24 14:37:22+00:00,0,0,,
673,unlimited QE was unable to pull DJI in green.. here few expects govt should support stock market..,negative,2020-03-24 05:32:08+00:00,0,1,,
675,"Breaking news, a cocktail of orange baby aspirin, orange koolaid powder & â„¢Brachs orange slices cures covid -19 stock market collapse. Puree, and spread on your electronic screen. DJI ticker disappears.",negative,2020-03-24 01:43:48+00:00,0,0,,
677,The #StockMarket is liking whatâ€™s its hearing from the president so far. Futures are moving up. #FuturesMarket $INX $DJI $IXIC #StockMarketCrash2020 #COVID19,negative,2020-03-23 22:46:15+00:00,0,0,,#StockMarket #FuturesMarket #StockMarketCrash2020 #COVID19
678,"Yes he did, at a rally he called it the l""atest democratic hoax."" You are brain-washed mate. In fact he didn't give a crap about until after the fed reduced the interest rates to 0 and the market fell a further 3000 points. Then it became he beloved stock market and the DJI",negative,2020-03-23 21:39:27+00:00,0,0,,
680,"Another exhausting day (after I was supposed to stop trading) I think the 0.382 Fib of the #DJI might not support the price.. If tomorrow we fall below today's low with momentum and volume , I will look for the 50% from inception: 14800/15400 #SPX #trading #StockMarket",negative,2020-03-23 21:07:26+00:00,0,3,,#DJI #SPX #trading #StockMarket
682,US #StockMarket Benchmarks Close Lower on Monday as #Coronavirus Stimulus Bill Fails to Pass Senate Dow Jones: -3.04% S&amp;P 500: -2.93% Nasdaq: -0.27% Russell 2K: -2.47% #Stocks #Trading $DJI $SPX $NDX $RUT,negative,2020-03-23 20:10:00+00:00,3,0,,#StockMarket #Coronavirus #Stocks #Trading
683,(Press mute)* If I was only looking at the $DJI I would say: Is this #oldnews because the stock market hasn't moved in three years? just saying. #MondayMorning,neutral,2020-03-23 19:58:53+00:00,0,2,,#oldnews #MondayMorning
684,"Trump has convinced his peeps, many of whom have zero knowledge of the stock market, any surge in the DJI is a direct reflection on his leadership. What could be further from the truth? Yet he'll not hesitate to cast blame when the Dow drops. It's a one-way street in Donnybrook.",neutral,2020-03-23 19:42:15+00:00,0,0,,
685,"Finally! In 3 1/2 years @realdonaldtrump has surpassed President @BarackObama! The DJI (stock market) as of 1140am March 23, 2020 is at 18,287.63. When President Obama left office the market was at 19,827. Threeâ€¦ https://www.instagram.com/p/B-FZmsZH9Ae/?igshid=2n03a7mi4gk1",neutral,2020-03-23 17:22:41+00:00,13,19,@realDonaldTrump @BarackObama,
686,I was speaking of the $DJI growthâ€¦ you knowâ€¦ Stock Market? 4 years of growth under Donald Trump have just been completely erased: the $DJI value is now way lower than it was under Obama's last year. ,negative,2020-03-23 17:18:05+00:00,0,0,,
687,VIRUS SPREAD IS ACCELERATING -WHO #stockmarketcrash #StockMarket $spx $ndx $rty $dji $tran $spy $qqq $iwm $dia $es $es_f $vix,negative,2020-03-23 16:19:03+00:00,1,3,,#stockmarketcrash #StockMarket
689,This us so so not good. #economy #StockMarket #DJI #wallstreetjournal,negative,2020-03-23 15:05:38+00:00,0,0,,#economy #StockMarket #DJI #wallstreetjournal
690,Currently dumping again. Probably stabilizing soon before real dump with DJI dump on stock market opening,negative,2020-03-23 13:33:44+00:00,0,1,,
693,Wait for stock market opening and DJI dumping. Only needing some bad news to dump it. Should be very soon. Just grabbing my coffee...hold on,neutral,2020-03-23 12:55:24+00:00,0,1,,
696,INDIA LOCK LIMIT DOWN AT -10% #stockmarketcrash #StockMarket $SPX $SPY $RTY $IWM $DIA $DJI $NDX $QQQ $ES_F $ES $YM_F $TRAN $VIX,negative,2020-03-23 04:37:06+00:00,0,1,,#stockmarketcrash #StockMarket
706,It was the worst week since 2008 with major North American markets deep in the red. Subscribe to our weekly newsletter to get unbiased stock market news and opinions. $DJI $SPY $SPX $TBT $TLT http://www.thomaswealth.ca,negative,2020-03-22 18:02:30+00:00,0,0,,
708,1 april gonna be bad for dji and possibly as you mentioned June will be the changing point for stock market,negative,2020-03-22 12:11:13+00:00,0,2,,
710,"iâ€™m calling that we will see sub 2009 lows for SPX and DJI. everyone thinks the stock market will go up forever and if it crashes it will go up again. not always going to be the fuckin case, sheeples. it could take DECADES to get back above ATH.",negative,2020-03-22 06:31:50+00:00,0,0,,
711,"Bitcoin is directly correlated to the stock market. Compare charts of the DJI vs BTC. We need the stock market to be up for crypto to boom. Cryptoâ€™s entire lifespan has been in a bull market, to say otherwise is false.",neutral,2020-03-22 00:38:33+00:00,1,0,,
712,--Please Retweet-- Key things to watch on the #bitcoin weekly close #DJI gearing up for an important week Why I believe bitcoins 80% bounce cannot be compared to the stock markets It's all in the trends.. @Altcoinbuzzio,neutral,2020-03-21 20:17:59+00:00,3,6,@Altcoinbuzzio,#bitcoin #bitcoin #DJI
714,HOW TO TRADE STOCKS: HISTORY OF S&P DJI AND NASDAQ Bear Markets and eventual bounces https://youtu.be/nnYAzvDv3VQ $vix $spy $dji #traders #stockmarket,neutral,2020-03-21 20:04:14+00:00,4,8,,#traders #stockmarket
715,This -> The Time Cycles of the Stock Market Highs are a Fibonacci Ratio - #DJI TradingView ,neutral,2020-03-21 19:22:19+00:00,0,0,,#DJI
716,"Hmm, I wonder was this his signal for his friends to sell their stock? 2/24 The Dow Jones Industrial Average (DJI) closed at 28,992.40. Friday 3/20- Dow Closed at 19, 173,,,makes you wonder??? Not Just the Senators? #foxnews #nyc #GOP #Rupublicans #Flushing #StockMarket ",negative,2020-03-21 19:17:12+00:00,1,1,,#foxnews #nyc #GOP #Rupublicans #Flushing #StockMarket
717,"Bye #StockMarket #coronavirus is just starting we need #lockdown before it gets more out of hand, $dji #COVID19 $spy to 150 this week",negative,2020-03-21 18:21:29+00:00,0,0,,#StockMarket #coronavirus #lockdown #COVID19
718,"Remember when Trump sent a signed chart of the #DowJones to Fox Business, gloating about the 1 hour stock market pump that took place during his press conference? That was last Friday, March 13 The $DJI closed at 23,186 This week it dropped over 4,000 points (-17.32%) ",negative,2020-03-21 13:56:00+00:00,1,2,,#DowJones
723,"DJI - Nov. 9, 2016 = 18,589 DJI March 20, 2020 = 19,174. You got 585 left in your stock market, Donny Boy. You should be eating into @BarackObama market on Monday. Have a great weekend.",neutral,2020-03-21 00:11:43+00:00,0,0,@BarackObama,
724,"George W Bush Jan 19, 2001. Dow Jones : 10587 points Reelction D-1 November 1, 2004. Dow Jones: 10,054 He won despite of -5% DJI during his 1st term. Trump: 19,732 -&gt; 19,174(March 20, 2020) -2.8% yet. #Election2020 #TrumpvsBiden #Reelection2020 #DowJones #StockMarket",neutral,2020-03-20 22:52:56+00:00,6,16,,#Election2020 #TrumpvsBiden #Reelection2020 #DowJones #StockMarket
726,"If you watch a news channel that has the DJI in the side panels, you can see it happening in real-time as he spouts his bullshit. From green to red. He keeps saying the stock market will come roaring back in no time. Sure Jan.",negative,2020-03-20 21:40:20+00:00,1,2,,
727,"With his press conferences, Trump provides a daily force, driving the stock markets down. The DJI is down 35% in the past 5 weeks, but Trump keeps pushing it lower. Question for Trump's big money backers: How long can we afford for this to go on? ",negative,2020-03-20 20:50:21+00:00,0,1,,
729,"$DJI Friday, 2/28 and Monday, 3/2 are the only consecutive green trading days in the stock market since the collapse began. As I've said over and over again - the best strategy until proven otherwise is to short every bounce. Also, death cross between 50 and 200 MAs. ",negative,2020-03-20 20:08:47+00:00,2,29,,
730,"The Fed cut rates to 0, fiscal policy rolls out, and nothing's stopping the stock market's collapse. #Bitcoin's up 27.5%, though! What's up with that?! Don't get mad, #GetIrked: https://bit.ly/Gi-WiR83 $DJI $IXIC $SPX $BTC",negative,2020-03-20 20:01:00+00:00,0,0,,#Bitcoin #Bitcoin #GetIrked
735,"Well, he instruct that the government doesnt gives support to stock market and only support workers, etc, but no for stock!, now go burn DJI",negative,2020-03-20 16:59:08+00:00,0,0,,
736,Stock market review here live in 15. https://youtu.be/2ez6zbyyNSc #dji #spx #sp500,neutral,2020-03-20 16:20:57+00:00,1,1,,#dji #spx #sp500
737,"$DJI Dow Jones 4 hour - Many trying to talk themselves into believing we have hit a bottom on the stock market, but I'm watching for another EMA 8 rejection - ",negative,2020-03-20 13:45:09+00:00,18,107,,
740,"I don't often look at stock market charts, but wow, $DJI just took a 4 year haircut in a few days. Next support is at $17.5K and $15K. Will printing trillions of silly paper money make the chart go up? Even in a pandemic where many industries can't operate? Bitcoin fixes this. ",negative,2020-03-20 12:42:09+00:00,0,13,,
742,This is a must watch right now! @IBDinvestors https://www.youtube.com/watch?v=_hobUpOXn6I #StockMarket $SPX $DJI #1929,neutral,2020-03-20 01:03:33+00:00,0,0,@IBDinvestors,#StockMarket
743,$spy $qqq $dji $vxx $aapl Isnt it time to pause the stock markets for couple of weeks ##Dd. Is it possible ?,neutral,2020-03-19 23:27:43+00:00,2,0,,#Dd
745,The Spanish Flu â€“ Coo Coo Ca Choo â€“ Stock Market (And Sentiment Results)â€¦ #coronavirus $JPM $MMM $PFE $UTX $WFC $CSCO $DIA $SPY $ABBV $SPX $DJI http://bit.ly/2Ws3DUn,neutral,2020-03-19 22:11:42+00:00,0,0,,#coronavirus
749,"#FXinsights #StockMarket #MARKETSinFocus #Stocks #FUTURESinFocus #DJIA #DJI #futures In Compression w/ #cisCCTggMarketVISION CounterTrend NO #cisGGproMETRICS Reversal Pattern Momentum Stayed ""ALL price movement"" 20412 x 17000-15900 TGT #DXY Hollow #USD #dollartree #NASDAQ100+ https://twitter.com/JoshuaLynnCorum/status/1240402578720141312",neutral,2020-03-19 20:08:03+00:00,0,0,,#FXinsights #StockMarket #MARKETSinFocus #Stocks #FUTURESinFocus #DJIA #DJI #futures #cisCCTggMarketVISION #cisGGproMETRICS #DXY #USD #dollartree #NASDAQ100
750,one-upped myself - created a spreadsheet comparing any two tickers for any 50 (or fewer) days... Here's DJI vs GOOG... #StockMarket #stockcharts,neutral,2020-03-19 19:46:41+00:00,0,0,,#StockMarket #stockcharts
751,"Comparing daily change % of #DowJones (.DJI) and #Google (Alphabet, ticker: GOOG) I created a spreadsheet so it's easy to do this now over the past 50 days. @morganhousel want to use this to generate cool comparisons? #StockMarket #investing #investments #stockcharts",neutral,2020-03-19 19:44:28+00:00,0,0,@morganhousel,#DowJones #Google #StockMarket #investing #investments #stockcharts
752,Wonder what the #StockMarket does tomorrow. $DJI $SPX $IWM $QQQ all looking to break below the trend line to end the day.,neutral,2020-03-19 19:14:16+00:00,0,0,,#StockMarket
755,"Hereâ€™s the DJI by President and Party. The idea that the economy thrives under Republicans is just a bald-faced lie that relies on mass-ignorance. Democrats have not only helped the masses, but have also consistently been **far** better for the stock market. ",neutral,2020-03-19 17:55:16+00:00,0,1,,
757,"@realDonaldTrump wipped out every #DJI stock-market gain made in 3yrs by dragging his feet while ppl died of #Coronavirus. A recession/election looms, #Covid19 / unemployment rising &amp; no clear plan of operation. #Piecemeal #LastMinute #unprepared non urgent response killing ppl.",negative,2020-03-19 16:55:57+00:00,0,0,@realDonaldTrump,#DJI #Coronavirus #Covid19 #Piecemeal #LastMinute #unprepared
758,"""economic relief"" as the DJI stock is lower than it was was he first became president. Also is now labeled the stock market crash of 2020",negative,2020-03-19 16:45:22+00:00,0,0,,
759,"Up over 200 right now on DJI but who knows if thatâ€™ll last. Three weeks ago my buddy pulled EVERYTHING. He told me the stock market was going to drop down to 18,000 and I should get out. I did. Best. Move. Ever.",negative,2020-03-19 15:29:15+00:00,0,1,,
761,BREAKING NEWS STOCK MARKET OPENS -1.68 NYSE -351.71 DJI. 19547.21 TRUMPS FORMER ECONOMIC ADVISOR KEVIN HASSETT IS SAYING THERE COULD BE 2 MILLION JOB LOSES PER MONTH. WORST JOB NUMBERS IN HISTORY BY APRIL IS A VIRTUAL CERTAINTY. ,negative,2020-03-19 13:55:50+00:00,29,31,,
762,Hold On' by Limp Bizkit Feat. Scott Weiland of STP https://youtu.be/EXECBxnCr6g #StockMarket $spy $spx $vix $rty $iwm $ndx $qqq $dia $dji $es_f $es,neutral,2020-03-19 13:42:51+00:00,0,0,,#StockMarket
765,"I am encouraged by the fact that 1) #Bitcoin did not follow DJI dump yesterday 2) Bitcoin stayed flat for the day 3) The stock market had massive dumps yesterday, and therefore gaps MAY BE be filled today to the upside.",neutral,2020-03-19 10:24:28+00:00,0,0,,#Bitcoin #Bitcoin
766,"Another #week almost over as #coronavirus takes the #stock #market hostage. As of Wednesday, the #Dow #Jones #Industrial #Average (#DJI) had shed over 1,300 points, https://www.coinspeaker.com/dow-drops-sp-500-sheds-coronavirus/ #Rakamoto #ThursdayThoughts #Blockchain #Crypto #Bitcoin #Digital #Money #Coins #Dollar",negative,2020-03-19 10:20:25+00:00,0,0,,#week #coronavirus #stock #market #Dow #Jones #Industrial #Average #DJI #Rakamoto #ThursdayThoughts #Blockchain #Crypto #Bitcoin #Bitcoin #Digital #Money #Coins #Dollar
767,"Some observations today. $BTC dump has followed $DJI since 28 Jan. Yesterday #Bitcoin didn't follow for the 1st time since 28 Jan. Decoupling? #Global stock markets are up SLIGHTLY on the day. Hence, no major dump to follow. #Bitcoin has room to move until resistance.",negative,2020-03-19 10:17:11+00:00,0,0,,#Bitcoin #Bitcoin #Global #Bitcoin #Bitcoin
770,"Wow! Senate passes, trump signs house Coronavirus Aid bill. The stock market at -6.30% NYSE -1,338.46 DJI 19, 898.92 900+ cases infected nationwide Total fatality 140",negative,2020-03-19 04:05:11+00:00,0,1,,
773,So not closing market down yet but New York Stock Exchange floor closing Monday. Electronic trading continues. $spy $tsla $amzn $spx $dji,negative,2020-03-18 21:21:04+00:00,0,2,,
774,You mean the corrupt trump brigade @realDonaldTrump @IvankaTrump How could they assure u? Stock market rise was an illusion - the bubble of their promises will burst ! We are back to where Obama brought us on the $dji $spx - the trumps are #fraud,negative,2020-03-18 21:06:22+00:00,0,0,@realDonaldTrump @IvankaTrump,#fraud
775,"Trump's request for Congress to approve $500 billion in cash payments to taxpayers along with $50 billion in loans for airlines failed to stem the bleeding in the stock market, where the Dow Jones Industrial Average (DJI) tumbled more than 10%.",negative,2020-03-18 20:33:31+00:00,0,0,,
778,"What was the stock market on January 19 2017? The Dow Jones Industrial Average (DJI) closed at 19,804.72. The S&amp;P 500 closed at 2,271.89. Nasdaq Composite Index closed at 5,555.65 ",neutral,2020-03-18 18:34:12+00:00,0,0,,
779,"#StockMarket is crashing down below 19,000. My brain: inserted CD -&gt; playing ""Nearer, my God, to thee"" (#Titanic sinking song) #dow #dji",negative,2020-03-18 18:24:02+00:00,0,0,,#StockMarket #Titanic #dow #dji
780,$SPX $SPY $NDX $QQQ $IWM $RTY $DJI $DIA $VIX $ES_F $ES #StockMarket ,neutral,2020-03-18 18:19:27+00:00,0,0,,#StockMarket
781,#Bitcoin price is dipping so all the rest of the #markets. #corona #dji #dowjones #INX #S&amp;P #nasdaq #nasdaq100 #USA #stockmarket #stock #stocks #Cryptocurrency #usd #Gold #indices #donaldtrump #Lebanon #Beirutâ€¦ https://www.instagram.com/p/B94oHcCnJt2/?igshid=1blinalcgt545,negative,2020-03-18 18:19:21+00:00,0,0,,#Bitcoin #Bitcoin #markets #corona #dji #dowjones #INX #S #nasdaq #nasdaq100 #USA #stockmarket #stock #stocks #Cryptocurrency #usd #Gold #indices #donaldtrump #Lebanon #Beirut
782,Thereâ€™s no bottom until your local grocery store is closed indefinitely. $AAPL $BA $DJI $SPY #StockMarket,neutral,2020-03-18 18:16:37+00:00,0,1,,#StockMarket
785,"On 1/20/2017, when Pres Obama left office the DJI was 19,827.25. As of this moment, the DJI is 19,480.46 and still dropping. @realDonaldTrump if you live by the Stock Market, you die by the Stock Market. #SoMuchWinning Please make it stop.",negative,2020-03-18 17:19:54+00:00,5,15,@realDonaldTrump,#SoMuchWinning
787,"Stock Market News Go figure, TRUMP SPEAKS and the stock market halted. -7.82%. NYSE -1660.63 DJI 19576.75 Coronavirus: As of March 18, 2020 at 17:00 GMT, there have been 7636 confirmed cases and 117 deaths due to coronavirus COVID-19 in the United States. VICTORY?? ",negative,2020-03-18 17:12:02+00:00,45,61,,
788,"It is incredible to see the stock ticker in just the past 15 minutes, the market has dropped 400 + points during the course of Trump's racist rants. DJI DROPPED BELOW 20,000 @gtconway3d",negative,2020-03-18 17:09:47+00:00,0,1,@gtconway3d,
789,He most certainly did #TrumpLiedPeopleDied! The #StockMarket is not liking tRUMPâ€™s FAILED leadership thus far. #DJI halted ~ breaker triggered yet again for record drop yet again #COVID19 #CoronaVirusUSA #TRUMPYouAreFIRED ,negative,2020-03-18 17:05:42+00:00,2,1,,#TrumpLiedPeopleDied #StockMarket #DJI #COVID19 #CoronaVirusUSA #TRUMPYouAreFIRED
790,Stock Market 'tripped a breaker' again. @IvanOnTech @ToneVays @LeahWald $DJI $BTC #Bitcoin,negative,2020-03-18 17:04:09+00:00,1,11,@IvanOnTech @ToneVays @LeahWald,#Bitcoin #Bitcoin
792,"Stock market crashed...had to pause trading. DJI 19,576.75 -1660.63.",negative,2020-03-18 17:00:37+00:00,5,6,,
793,"As of today, March 18, 2020 the stock market DJI is LOWER than the date President @BarackObama left office on January 20, 2017. Who is responsible? The two incompetent racist imbeciles in the photo. @realdonaldtrumpâ€¦ https://www.instagram.com/p/B94eeBkHZad/?igshid=e0vvuxwdjgns",negative,2020-03-18 16:55:03+00:00,16,22,@BarackObama @realDonaldTrump,
794,"I like that @abcnews has the DJI ticker on the screen during the Task Force briefing so we can watch the stock market go down in real time as the liars speak to ""assure"" the country. #coronavirus",negative,2020-03-18 16:21:11+00:00,0,0,@abcnews,#coronavirus
796,"@realDonaldTrump brags about the stock market growth under his administration. On his inauguration, the DJI closed at 19,732. At 11:05 AM EDT on 3/18/20 the DJI was at 19,808. That means Trump can brag about 79 points or 0.38% growth since occupying the White House! Big Whoop! ",negative,2020-03-18 15:41:33+00:00,2,4,@realDonaldTrump,
797,"Stock markets are in uncharted territory, so I came up with a new analysis tool. I take three ping-pong balls, one black, one red, one green, and I throw all three of them across the room and try to land them in a garbage can. Red for sell, black for hold, green for buy #DJI.",neutral,2020-03-18 15:39:29+00:00,0,2,,#DJI
