,Text,Sentiment,Date,Favorites,Retweets,Mentions,HashTags
511,"In episode 2 of the Stock Market Options Trading podcast, we look at best options strategy for beginner options traders, like running an insurance company so you know exactly how to think about this trade. https://stock-market-options-tr.captivate.fm #stocks #finance #investing $SPY $SPX $DJI $$",neutral,2020-04-06 07:27:03+00:00,0,0,,#stocks #finance #investing
513,#DowJones Futures: Why This #StockMarket Rally Is More Dangerous Than The #Coronavirus Market Crash. $ES $DJI $VIX $SPY https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-stock-market-rally-riskier-than-coronavirus-stock-market-crash/ via @IBDinvestors,negative,2020-04-05 15:49:58+00:00,0,1,@IBDinvestors,#DowJones #StockMarket #Coronavirus
516,"In January Trump had stopped tweeting about the stock market. His silence coincided with a 20% decline in the DJI average, the index Trump has so often cited as the measure of his own success ",negative,2020-04-05 11:53:27+00:00,4,3,,
521,Stock Market Crash will happen very soon and the market will print a massive red candle We will fix the old bearish divs. $DJI $DJIA $SPX $SP #DJI #DJIA #SPX500 #SP500 #DowJones #dowfutures #market #stocks #trade #Ñ€Ñ‹Ð½Ð¾Ðº #Ð±Ð¸Ñ€Ð¶Ð° #Ñ„Ð¾Ð½Ð´Ð¾Ð²Ñ‹Ð¹Ñ€Ñ‹Ð½Ð¾Ðº #Crisis #trading #news #crash,negative,2020-04-03 21:18:29+00:00,0,4,,#DJI #DJIA #SPX500 #SP500 #DowJones #dowfutures #market #stocks #trade #Crisis #trading #news #crash
523,Stock Market News: These 2 Stock Winners Are Thriving Despite the Coronavirus @themotleyfool #stocks $MKTX $CHWY $^DJI $^GSPC $^IXIC ,positive,2020-04-03 19:59:32+00:00,0,2,@themotleyfool,#stocks
524,Stock market is having a fake rally. DJI should be below 15K,negative,2020-04-03 19:43:42+00:00,0,4,,
527,"Can feel the #StockMarket slowly shedding ""buy-the-dip"" mentality &amp; coming to the realization jumping on any news will only be met with selling until #COVID19 peak. #FED has slowed our fall, but cannot keep $SPY &amp; $DJI up. #trading #investing #stocks #SwingTrading",negative,2020-04-03 16:41:39+00:00,0,1,,#StockMarket #COVID19 #FED #trading #investing #stocks #SwingTrading
530,"If you're new to #options #trading, Episode 2 of the Stock Market Options Trading podcast is for you. I talk you through what I believe is the best options strategy for beginner options traders. Listen here: https://stock-market-options-tr.captivate.fm #stockmarket $SPY $SPX #DJI $$",neutral,2020-04-03 12:25:10+00:00,0,3,,#options #trading #stockmarket #DJI
534,"I think people are miscalculating just how much they can overextend the stock market in a massive parabolic run like this, It will shake everyone out and moon right after. Mark my words. $spx $dji",negative,2020-04-03 02:13:05+00:00,1,12,,
535,"The stock Market will not go back up until we have a New President! There is nothing in or from The President or VP to give anyone any confidence in anything American! I set the DJI FLOOR at 13,000, if we are lucky! ",negative,2020-04-03 00:38:01+00:00,0,0,,
535,"The stock Market will not go back up until we have a New President! There is nothing in or from The President or VP to give anyone any confidence in anything American! I set the DJI FLOOR at 13,000, if we are lucky! ",negative,2020-04-03 00:38:01+00:00,0,0,,
537,Pulled this from #thinkorswim So the unemployment rate is supposed to still be below 4% tomorrow? I guess I don't know how this works. $SPY $SPX #stockmarket #stocks $DJI ,neutral,2020-04-02 23:50:50+00:00,0,0,,#thinkorswim #stockmarket #stocks
538,today I learned that the worst depression in 100 years pumps the stock market $DJI ,neutral,2020-04-02 18:15:34+00:00,0,0,,
544,$SPX $SPY $DJI $ES Is time to focus on the good things. If the end of the world is coming there is nothing we can do about it and another 30% or 50% stock market decline won't matter. Market is open and you can still short stocks... good morning.,negative,2020-04-02 09:59:31+00:00,0,1,,
551,"I love my gut instincts. It's just common sense. It's the one thing that cannot be replicated. I don't trade based on my gut, but it helps. Those following me closely know what I mean. I'm short this stock market I've mentioned. I added to positions today. #RudeAwakening #DJI ",negative,2020-04-01 19:41:34+00:00,0,4,,#RudeAwakening #DJI
553,"But we donâ€™t talk about how the stock market,DJI for example was up over 40% since the election before the Coronavirus. I would like to point out that part of the stock market decline is from the Saudi Arabia-Russia oil price war.",neutral,2020-04-01 16:50:59+00:00,0,1,,
554,"Covid-19 is impacting everyone....but anyone that argues US stock market (DJI) is ""owned"" by a president should be thinking about %'s (not ""high"" or ""low"") and consider external factors. (9-11,war, etc) Here are the past 9 presidents through their 38th month in office. ",neutral,2020-04-01 14:59:16+00:00,0,0,,
556,This is why stock markets will recover soon!! #DAX30 #coronavirus #eurusd #DJI #NASDAQ #SNP,positive,2020-04-01 05:54:08+00:00,0,1,,#DAX30 #coronavirus #eurusd #DJI #NASDAQ #SNP
557,Summer willl be the time where eurusd approaches 1.25 and stock markets approach their records!! We will swimm in the money pool! 1. Shopping will burst in april and may!! 2. Central banks spread a lot of money!! #dax #EURUSD #DJI #COVID19 #NASDAQ #SNP #meteor #Coronavirus,positive,2020-04-01 05:46:16+00:00,0,0,,#dax #EURUSD #DJI #COVID19 #NASDAQ #SNP #meteor #Coronavirus
559,The Dow just booked the worst 1st quarter in 124 years â€” hereâ€™s how the stock market tends to perform after brutal quarters #marketcrash $DJI #coronavirus,negative,2020-03-31 22:04:58+00:00,0,1,,#marketcrash #coronavirus
561,Summer willl be the time where eurusd approaches 1.25 and stock markets approach their records!! 1. Shopping will burst in april and may!! 2. Central banks spread a lot of money!! #dax #EURUSD #DJI #COVID19 #NASDAQ #SNP #StayAtHome #NoMoreDreamOutNow #Coronavirustruth,positive,2020-03-31 19:18:26+00:00,0,1,,#dax #EURUSD #DJI #COVID19 #NASDAQ #SNP #StayAtHome #StayAtHome #NoMoreDreamOutNow #Coronavirustruth
570,$Total Market Cap - Last week's weekly candle held green &amp; this week is starting green. Support seems to be holding as the Stochastic RSI lead crosses the signal. #Crypto is about to sharply separate from traditional stock markets soon. #Bitcoin #StockMarketCrash $DJI ,positive,2020-03-30 17:10:26+00:00,7,38,,#Crypto #Bitcoin #Bitcoin #StockMarketCrash
571,#DJI We knew this day would come. That's why we are in #crypto. The Dow has not reached the bottom yet. We are seeing a B wave which is also called a Bull Trap. It's a fake out. We still have another leg down. #StockMarket #FinancialReset,negative,2020-03-30 16:52:05+00:00,5,16,,#DJI #crypto #StockMarket #FinancialReset
573,"Dow Jones Industrial Average INDEXDJX: .DJI 21,940.56 +303.78 (1.40%) People dying yet the US stock market goes up again. Thats what $6T will do for the rich.",positive,2020-03-30 14:53:03+00:00,0,2,,
574, ... down 2% is the new up which make up 1.5% the new bull market #stocks #stockmarket $SPX $DJI,positive,2020-03-30 14:35:01+00:00,0,0,,#stocks #stockmarket
575,Recovery in stock markets soon!! Euro will be affected positively!! Reuters: George Soros gives 1 million euros to Budapest's coronavirus fight #DowJones #DAX #NASDAQ #DJI #coronavirus #corona #SNP #eurusd,positive,2020-03-30 10:05:32+00:00,0,2,,#DowJones #DAX #NASDAQ #DJI #coronavirus #corona #SNP #eurusd
580,Trump calls press conference at 5pm ET Sunday. Just a mere coincidence that futures will open immediately after the presser... right? Can't wait to see him put another coaster under this wobbly table. #stocks #stockmarket #NYSE $SPY $DJI $NDX,neutral,2020-03-29 19:00:59+00:00,0,0,,#stocks #stockmarket #NYSE
581," Cryptosomniac: US Stock Market | March 29, 2020 | DJI Fractal from 1929 | Two options for Economy vs. Life http://dlvr.it/RSnMXj via âŸ¶",neutral,2020-03-29 17:27:31+00:00,1,0,,
584,"2020 stock market crash began on Monday, March 9, the day I recorded this vidoe. The Dow $DJI fell 2,013.76 points that day to 23,851.02.3 It had fallen 7.79%. Black Monday 2020 was, at that time, the Dowâ€™s worst single-day point drop in U.S. market history. ",negative,2020-03-29 14:42:19+00:00,3,56,,
586,"And the stock market goes up, acting like... #SPX $SPY #DJI $DJI https://twitter.com/McMurtrieSF/status/1243388376713031682",positive,2020-03-29 09:54:00+00:00,0,0,,#SPX #DJI
588,"#cannabiscommunity #cannabis #marijuana -https://mmpconnect.com/stock-market-wrap-up-why-marijuana-stocks-soared-but-beyond-meat-fell/- The stock market kept up its winning streak on Thursday, with the Dow Jones Industrial Average (DJINDICES:^DJI) and the S&amp;P 500 (SNPINDEX:^GSPC) extending their winning streaks to three straight days. ... ",positive,2020-03-28 18:01:07+00:00,0,0,,#cannabiscommunity #cannabis #marijuana
589,The Great Leveraged Take-Over Of Americana. Now Socialism For The Rich. $spx $spy $qqq $ndx $rty $iwm $dji $dia $vix $es_f $tran #stocks #StockMarket ,neutral,2020-03-28 16:05:18+00:00,0,3,,#stocks #StockMarket
590,"#marijuana #cannabis #cannabiscommunity-https://mmpconnect.com/stock-market-wrap-up-why-marijuana-stocks-soared-but-beyond-meat-fell/- The stock market kept up its winning streak on Thursday, with the Dow Jones Industrial Average (DJINDICES:^DJI) and the S&amp;P 500 (SNPINDEX:^GSPC) extending their winning streaks to three straight days. ... ",positive,2020-03-28 15:49:25+00:00,1,0,,#marijuana #cannabis #cannabiscommunity
591,"Based on historical accounts this might be golds time to shine. Also, crazy to see where the stock market topped and reversed from. Can't make this stuff up. $DJI $XAU",positive,2020-03-28 15:41:22+00:00,3,8,,
599,#Exchange #NewYorkStockExchange #NYSE #TheBigBoard #DowJonesIndustrialAverage #DJIA #DJI #StockMarketIndex #StockMarket #SandPGlobal #CMEGroup #NASDAQ #JapanExchangeGroup #ShanghaiStockExchange #Euronext #LondonStockExchange #HongKongStockExchange #ShenzhenStockExchange #TMXGroup,neutral,2020-03-27 16:49:14+00:00,0,0,,#Exchange #NewYorkStockExchange #NYSE #TheBigBoard #DowJonesIndustrialAverage #DJIA #DJI #StockMarketIndex #StockMarket #SandPGlobal #CMEGroup #NASDAQ #JapanExchangeGroup #ShanghaiStockExchange #Euronext #LondonStockExchange #HongKongStockExchange #ShenzhenStockExchange #TMXGroup
600,Closed out all my short positions . Thank-you Stock market for the new 2020 Vette! sitting on cash till next week $DJIA $GLD $SLV #gold #silver $GOLD $NEM $AU $SA $NUGT $JNUG $SPY $VXX $DJI $DIA,neutral,2020-03-27 16:30:48+00:00,0,2,,#gold #silver
606,Stock markets are back in the red as expected... It is now in base formation and it will be choppy in a bear market... $VIX is still high ... $SPX $NDX $DJI #STOXX600,negative,2020-03-27 11:11:36+00:00,0,0,,#STOXX600
608,"Good morning everyone, how do you think the US stock market will open this morning? #dji #nasdaq #snp500 #stockmarket #stocks #invest #poll #question",neutral,2020-03-27 09:14:16+00:00,1,1,,#dji #nasdaq #snp500 #stockmarket #stocks #invest #poll #question
609,"#StockMarket #News The Dow Jones Industrial Average (DJI) rose 1,351.62 points, or 6.38%, to 22,552.17, the S&amp;P 500 (SPX) gained 154.51 points, or 6.24%, to 2,630.07 and the Nasdaq Composite (IXIC) added 413.24 points, or 5.6%, to 7,797.54. http://www.galore.pro @GalorePro_",positive,2020-03-27 08:46:51+00:00,0,1,@GalorePro_,#StockMarket #News
614,"#marijuana #cannabis #cannabiscommunity-https://mmpconnect.com/stock-market-wrap-up-why-marijuana-stocks-soared-but-beyond-meat-fell/- The stock market kept up its winning streak on Thursday, with the Dow Jones Industrial Average (DJINDICES:^DJI) and the S&amp;P 500 (SNPINDEX:^GSPC) extending their winning streaks to three straight days. ... ",positive,2020-03-26 23:30:07+00:00,0,1,,#marijuana #cannabis #cannabiscommunity
615,From a Bear to a #BullMarket in the shortest ever amount of time! The #Stockmarket is running once again despite RECORD weekly #JoblessClaims With hopes for a $2tln #stimulusplan! #DowJones 4K points in 3 sessions thanks to 70% In #Boeing #foxnews #economy #coronavirus $dji ,positive,2020-03-26 23:08:12+00:00,9,93,,#BullMarket #Stockmarket #JoblessClaims #stimulusplan #DowJones #Boeing #foxnews #economy #coronavirus
616,"Stock Market up, DJI up 6.38%... https://www.marketwatch.com/tools/marketsummary",positive,2020-03-26 22:52:07+00:00,0,0,,
617,"#cannabiscommunity #cannabis #marijuana -https://mmpconnect.com/stock-market-wrap-up-why-marijuana-stocks-soared-but-beyond-meat-fell/- The stock market kept up its winning streak on Thursday, with the Dow Jones Industrial Average (DJINDICES:^DJI) and the S&amp;P 500 (SNPINDEX:^GSPC) extending their winning streaks to three straight days. ... ",positive,2020-03-26 22:49:08+00:00,0,0,,#cannabiscommunity #cannabis #marijuana
618,"#marijuana #cannabis #cannabiscommunity-https://mmpconnect.com/stock-market-wrap-up-why-marijuana-stocks-soared-but-beyond-meat-fell/- The stock market kept up its winning streak on Thursday, with the Dow Jones Industrial Average (DJINDICES:^DJI) and the S&amp;P 500 (SNPINDEX:^GSPC) extending their winning streaks to three straight days. ... ",positive,2020-03-26 22:49:07+00:00,0,0,,#marijuana #cannabis #cannabiscommunity
619,"$DJI Weekly. In June 2008, #DowJones broke its weekly 200ema and key support (DotCom highs). It then backtested in following months before next major down move. The setup is similar now $YM_F $DJIA $DJT $ES_F $SPX $SPY $NQ_F $NDX $QQQ $VIX #StockMarket ",neutral,2020-03-26 22:18:44+00:00,6,13,,#DowJones #StockMarket
620,"Mar 26: S&P 500 +6.24%, Nasdaq +5.60%, and the DJIA (Dow) +6.38% up 1351.62 points, to close at 22,552.17, back into bull market territory https://www.domainmondo.com/p/markets.html #stocks #DJI #NASDAQ #SPX500 $SPY #StockMarket #investors #investing #BULLISH",positive,2020-03-26 22:15:11+00:00,7,7,,#stocks #DJI #NASDAQ #SPX500 #StockMarket #investors #investing #BULLISH
623,"Yup, green it is this week for the stock market! ..maybe short the DJI when it gets to it's 200 MA on the weekly. #dow #stocks #stockmarket #dji #recession",positive,2020-03-26 17:45:54+00:00,0,0,,#dow #stocks #stockmarket #dji #recession
624,This is the biggest suckers rally in the history of the stock market. The fed is now a hedge fund soaking up what the Tech stock CEo's are dumping lol $DJIA $GLD $SLV #gold #silver $GOLD $NEM $AU $SA $NUGT $JNUG $SPY $VXX $DJI #DOW,negative,2020-03-26 17:45:38+00:00,0,2,,#gold #silver #DOW
626,"#UnemploymentNumber 3.28 Million, $2 Trillion Dollar #CoronavirusBill Passes #Senate, #DJI Up 1,063.18 5.03%! #BailOut #Money Over Lives Or A #Rigged #StockMarket? #JustSaying #BailOutPeopleNotCorporations #StockMarketCrash2020 #DieForTheDow? #NotDying4WallSt! #CoronavirusUSA",neutral,2020-03-26 16:47:53+00:00,1,0,,#UnemploymentNumber #CoronavirusBill #Senate #DJI #BailOut #Money #Rigged #StockMarket #JustSaying #BailOutPeopleNotCorporations #StockMarketCrash2020 #DieForTheDow #NotDying4WallSt #CoronavirusUSA
630,Stock Market News: Micron Keeps Chipping Away; Nordstrom Extends Closures @themotleyfool #stocks $MU $JWN $^DJI $^GSPC $^IXIC ,neutral,2020-03-26 15:51:03+00:00,0,2,@themotleyfool,#stocks
633,This is a massive number. #economy #stockmarket $SPY $DJI Jobless claims soar past 3 million to record as coronavirus sends Americans to the unemployment line ,negative,2020-03-26 12:51:19+00:00,1,1,,#economy #stockmarket
635,"$SPX $SPY $DJI $ES-1.50% $2.429 The time has come for Trump to make the most important decision of his Presidency Economy vs People's health If he is rigth, he will win BIG, stock market, leadership, elections... If he is wrong, That's it...jail. Good Morning",neutral,2020-03-26 09:12:16+00:00,0,1,,
638,TRUMP PROHIBITED FROM TAKING STIMULUS LOANS. TRUMP ENTERPRISES LLC TO FILE BANKRUPTCY. @realDonaldTrump #Trump2020 #StockMarket #Stock $spx $spy $qqq $ndx $dji $dia $rty $iwm $vix $es_f #bankrun2020 #COVIDIOT @SenSchumer @BernieSanders,neutral,2020-03-26 06:26:32+00:00,0,1,@realDonaldTrump @SenSchumer @BernieSanders,#Trump2020 #StockMarket #Stock #bankrun2020 #COVIDIOT
641,"Stock Market Swings Wildly Amid Covid-19 Uncertainty. On Tuesday, US stocks soared on news that the Senate was about to reach an agreement on a $2 tril aid package to help through these challenging times. The DJI Average surged 2,113 points or 11.4 %... ",positive,2020-03-25 22:23:29+00:00,1,1,,
645,Thanks for looking out for the people and not the big Corporations! Stock market should have never gone up if the bill was intended to help the people and not the big Companies! $DJI $AAPL $ULTA $HD $EL $KMX $CRM,neutral,2020-03-25 19:59:03+00:00,0,0,,
646,This can't be good for the stock market? #SPX #DJI #NDAQ #Stocks #crash,negative,2020-03-25 19:09:39+00:00,0,0,,#SPX #DJI #NDAQ #Stocks #crash
647,"The stock market wonâ€™t crash because itâ€™s the DJI. Itâ€™s an acronym for the Donald John Index. Cheeto drump literally owns the NYSE. WAKE UP!!! Sheeple, the demonrats are just a cover for Trump!! #qanon #faggot #based #queer",neutral,2020-03-25 19:00:55+00:00,0,0,,#qanon #faggot #based #queer
650,"18,390s $DJI $INDU $DIA 21,770s &lt;--------------- so far today Thank you President Trump for making the stockmarket great again",positive,2020-03-25 16:48:07+00:00,1,1,,
653,Stock market DJI up over 500 pts in 5 mins.,positive,2020-03-25 13:35:44+00:00,2,2,,
654,"A good day so far for the JSE - I guess on the back of US gains we are +7% on the JSE (top 40). Satrix40 +11%, Anglo (http://AGL.JO) +13%, Sasol +16%. US Market (DJI) +11%, biggest daily gain since 1933! #marketcrash #marketwatch #JSE #StockMarket",positive,2020-03-25 10:03:40+00:00,0,1,,#marketcrash #marketwatch #JSE #StockMarket
659,"Trump mentions that we need to get back to work after the 15 days... DJI Stock Market goes up 2,113 points. https://www.marketwatch.com/tools/marketsummary",positive,2020-03-25 00:30:58+00:00,0,2,,
660,How Long Can You Go Part3! Market Crash is Over? #chartctasaham #astrocyclectasaham #ctasaham #Saham #IDX #IHSG #dji #stockmarket #yuknabungssham #yuktradingsaham #analisasaham #analisateknikal #wallstreet #rtibusiness #tradingsaham #coronavirus #marketcrash #investasisaham,neutral,2020-03-25 00:26:09+00:00,0,0,,#chartctasaham #astrocyclectasaham #ctasaham #Saham #IDX #IHSG #dji #stockmarket #yuknabungssham #yuktradingsaham #analisasaham #analisateknikal #wallstreet #rtibusiness #tradingsaham #coronavirus #marketcrash #investasisaham
661,$spx $spy %50 retracement to 2800 (dead cat bounce) then AB=CD to 1800 area. Mark my words. The retracement should be complete by Friday. #StockMarket #SP500 #DJI #DowJoans #Trader #stocks,neutral,2020-03-25 00:16:10+00:00,0,3,,#StockMarket #SP500 #DJI #DowJoans #Trader #stocks
666,It's probably time to stop looking for shorts and instead buy dips in the stock market. Time frame 3-6 weeks $SPX $DJI ,positive,2020-03-24 18:52:13+00:00,1,8,,
667,$SPX $SPY $DJI #robinhoodoutage #robinhoodfraud @RobinhoodApp @SEC_Investor_Ed @NYSE @Guruleaks1 Are @vladtenev and @bprafulkumar in jail after all that $$$people lost using that crooked app during the #COVID19 stock market crash?,negative,2020-03-24 17:44:35+00:00,1,0,@RobinhoodApp @SEC_Investor_Ed @NYSE @Guruleaks1 @vladtenev @bprafulkumar,#robinhoodoutage #robinhoodfraud #COVID19
668,"Yeah, sorry for the late reply. Work and all. Market? Here's the DJIA. (I don't put much ""stock"" in it. It only has 30 issues. S&amp;P500 is the real barometer. But this is the only 1 you know about.) Looks like it's trading on the upside 8.62% @1146AM. https://finance.yahoo.com/quote/%5EDJI?p=^DJI ",positive,2020-03-24 15:57:11+00:00,0,0,,
671,"Dr. Fauci quietly chuckled (& tried to politely hide his facial expression) days ago when DT referred to the State Department as the â€œDeep State Department.â€ However, now Information about the stock market (DJI) -â€œCoronavirus Sell Offâ€ is being superimposed on the original video.",neutral,2020-03-24 13:15:13+00:00,2,0,,
672,And they say #Bitcoin is not correlated with stock markets #DJI ,neutral,2020-03-24 12:04:35+00:00,1,2,,#Bitcoin #Bitcoin #DJI
674,$DJI index could bounce here. It bottomed at 18200 medium support. Let the stock market bulltrap begin. Expect to be hearing more and more positive news in the upcoming weeks on #coronavirus. $BTC prepped for takeoff. ,positive,2020-03-24 03:15:41+00:00,13,69,,#coronavirus
676,$SPY $DJI $SPX $QQQ $USD #DowJones #stocks #StockMarket #marketselloff #COVIDãƒ¼19 #stockmarketcrash #stockmarkets,negative,2020-03-23 23:47:13+00:00,0,2,,#DowJones #stocks #StockMarket #marketselloff #COVID #stockmarketcrash #stockmarkets
681,"Time for the wannabe ""wartime president"" to ramp up production of medical supplies. Not time to worry about the stock market profits of his business friends. DJI is down 582.05 The market will continue to slide as long as he dithers.",negative,2020-03-23 20:18:33+00:00,0,0,,
688,"Today the DJI continues to drop. Here's a link for stock market news the week of 1/19/17. So much for that ""soaring"" economy, which never helped the average person in the first place. ",negative,2020-03-23 15:57:23+00:00,0,0,,
691,Three things to know going into today... Stock futures turn green after hitting the â€˜limit downâ€™ overnight $SPX $DJI $NDX The Fed pledges asset purchases with no limit to support markets Democrats block coronavirus bill over lack of worker protections ,positive,2020-03-23 13:23:34+00:00,0,1,,
692,There is much further to go (up) in all world stock markets. Congress will give them another big lift later today. The worst pain might be over. At least for a few days. $spx $qqq $dji,positive,2020-03-23 12:56:35+00:00,0,0,,
694,"As soon as the dumbass Democrats approve the stimulus Bill there will be a nice bounce in the stock market, so keep your finger on the buy button! Until then be short til it comes in! $DJI $SPY $GM $F $BAC $USB $JPM $C $GS $CCL $RCL $TSLA $SPCE $AAPL $BP $COP $XOM $PSX $CVX $VVV",positive,2020-03-23 09:06:09+00:00,1,0,,
697,Stock Market Crash Study - Dow Jones 100 Year History Analysis: https://youtu.be/EQHINvConMw #marketcrash #marketcrash2020 #DJI #DowJones,negative,2020-03-23 00:48:55+00:00,0,4,,#marketcrash #marketcrash2020 #DJI #DowJones
698,"$DJI, my thoughts on the stock market. I think if this stimulus package gets approved we might catch a 22-25% bounce before heading lower. Chart comparison to 2008 meltdown which was much slower by comparison. ",positive,2020-03-22 22:47:09+00:00,0,0,,
700,"FROM: NEVER HEARD B4 ARCHIVE 'WHEN THE LEVEE BREAKS...' (Rough Mix, original audio) by Led Zeppelin https://youtu.be/SYsJajRhQCY #COVIDIOT #StockMarket #COVID $SPX $SPY $RTY $IWM $QQQ $NDX $DIA $DJI $TRAN $BA $AAL $VIX",neutral,2020-03-22 21:31:52+00:00,2,2,,#COVIDIOT #StockMarket #COVID
701,NEW INFECTIONS OF CORONA COVID 19 WILL SOON STOP. COMPLICATIONS & DEATH DUE TO COVID 19 WILL SOON STOP. ANTI COVID 19 CORONA VIRUS MEDICINES & VACCINE WILL SOON BE DEVELOPED. STOCK MARKET WILL RECOVER TO FORMER HIGHS. DJI WILL BOUNCE BACK TO 29000. GOD HELP THE ROGHU WORLD.,positive,2020-03-22 21:30:02+00:00,0,0,,
702,COVID 19 CORONA VIRUS NEW INFECTIONS WILL SOON STOP. ANTI COVID 19 CORONA VIRUS MEDICINES & VACCINE WILL SOON BE DEVELOPED. COMPLICATIONS & DEATH FROM CORONA COVID 19 INFECTION WILL STOP. STOCK MARKET WILL RECOVER TO FORMER HIGHS. DJI WILL BOUNCE BACK TO 29000.,positive,2020-03-22 21:26:07+00:00,0,0,,
703,"ANTI COVID 19 CORONA VIRUS MEDICINES & VACCINE WILL SOON BE DEVELOPED. NEW INFECTIONS OF COVID 19 CORONA VIRUS,WILL STOP. COMPLICATIONS & DEATH FROM CORONA COVID 19 INFECTION WILL STOP. STOCK MARKET WILL RECOVER TO FORMER HIGHS. DJI WILL BOUNCE BACK TO 29000.",positive,2020-03-22 21:23:53+00:00,0,0,,
704,NEW INFECTIONS OF COVID 19 CORONA VIRUS NEW WILL STOP. COMPLICATIONS & DEATH FROM CORONA COVID 19?INFECTION WILL STOP. ANTI COVID 19 MEDICINES & VACCINE WILL BE DEVELOPED. STOCK MARKET WILL RECOVER TO FORMER HIGHS. DJI WILL BOUNCE BACK TO 29000.,positive,2020-03-22 21:20:10+00:00,0,0,,
705,A one year view on the recent fall/bounce-back in the major stock markets. #geektweet #ftse #dji #dax #cac #hangseng #nikkei,neutral,2020-03-22 18:26:08+00:00,0,0,,#geektweet #ftse #dji #dax #cac #hangseng #nikkei
713,"Many people looks exciting and very happy when the stock market and economy tanked blaming the #FED #NYSE and capitalism.What is the good news here? OK,let set up #DJI automatically to 10.000 and start over so every hater finally can chil &amp; relax and leave the rest alone. ",negative,2020-03-21 20:12:08+00:00,0,0,,#FED #NYSE #DJI
720,#DJI Last death cross popped up three days before the Christmas Eve 2018 bottom meams warning of further losses in the near term. bearish â€œdeath crossâ€ pattern has appeared in the Dow. But recent history suggests the pattern might not be the death knell for the stock market,positive,2020-03-21 03:13:17+00:00,0,0,,#DJI
721,4th Largest 1-Month Dow Sell Candle in History Leaves #bitcoin Vulnerable NewsBTC #crypto #dji #DowJones #StockMarket https://www.newsbtc.com/2020/03/21/4th-largest-1-month-dow-sell-candle-in-history-leaves-bitcoin-vulnerable,neutral,2020-03-21 01:43:09+00:00,0,0,,#bitcoin #bitcoin #crypto #dji #DowJones #StockMarket
722,Easily the most awesome clip I have seen on #fintwit that is stock related. $spy $spx $dji #stocks #StockMarket #options #OptionsTrading,neutral,2020-03-21 01:25:11+00:00,9,19,,#fintwit #stocks #StockMarket #options #OptionsTrading
725,WORST WEEK for #Stockmarket since '08 with the #DowJones on pace for WORST month since the #GreatDepression! #Jobs are at risk with #California &amp; #NewYork ordering most workers to #StayHome but some companies are #HiringNow #GoldmanSachs predicts BIG hit to #economy #foxnews $dji ,negative,2020-03-20 22:28:19+00:00,12,81,,#Stockmarket #DowJones #GreatDepression #Jobs #California #NewYork #StayHome #StayHome #HiringNow #GoldmanSachs #economy #foxnews
728,"We all saw it... spin it all you want, it was just ANOTHER #trumpMeltdown #TrumpIsAnIdiot #TrumpIsACompleteFailure Oh, speaking of good times... how about that stock market? #TrumpSlump Dow Jones Industrial Average INDEXDJX: .DJI 19,173.98 âˆ’913.21 (4.55%) Mar 20, 4:20 PM EDT",negative,2020-03-20 20:41:27+00:00,2,3,,#trumpMeltdown #TrumpIsAnIdiot #TrumpIsACompleteFailure #TrumpSlump
731,"He also thinks, quite narcissistically, that these 'elongated briefings' are helping the stock market because of that one day when the DJI bounced back after he spoke. It bounced back b/c of the measures, not the man. He's held a PC every day since, &amp; DJI drops each time.",negative,2020-03-20 18:53:12+00:00,0,0,,
732,I've noticed bitcoin moves with the US stock market since 2017 pump. So I'd venture to say bitcoin drops more if we expect stocks to drop more and fall into a recession. Which is looking more and more likely. I think DJI hits 13k if things get real bad.,negative,2020-03-20 18:31:03+00:00,0,0,,
738,"Will the markets have their first back to back green days since February 5th? As of this morning, futures are looking good. #StockMarket #StockMarketCrash2020 #DowJones #SP500 #Gold #Silver #VIXX #VIX $DJI $SPY $GLD $SLV",positive,2020-03-20 12:52:09+00:00,0,2,,#StockMarket #StockMarketCrash2020 #DowJones #SP500 #Gold #Silver #VIXX #VIX
739,"There's never been a Wall Street recovery like it in history. It Was the biggest stock market rise ever, period. The DJI was up over a staggering 188 points yesterday. It was YUGE. Obama never had a surge like this. ",positive,2020-03-20 12:46:08+00:00,0,1,,
744,All gains for $DJI reversed in futures trading. #StockMarketCrash2020 #StockMarket #recession #coronavirus,negative,2020-03-19 22:27:35+00:00,0,0,,#StockMarketCrash2020 #StockMarket #recession #coronavirus
746,The Spanish Flu â€“ Coo Coo Ca Choo â€“ Stock Market (And Sentiment Results)â€¦ $JPM $MMM $PFE $UTX $WFC $CSCO $DIA $SPY $ABBV $SPX $DJI http://bit.ly/2Ws3DUn,neutral,2020-03-19 21:51:54+00:00,0,0,,
747,US #Stockmarket lifting from 3 year lows! Big #technology &amp; #pharmaceutical led the gains #Thursday. #Oil had it's biggest EVER 1 day JUMP +23% after @potus hinted he might intervene! Meantime #drugmakers UP on hopes of #chloroquine #coronavirus treatment &amp; #vaccine #foxnews $dji ,positive,2020-03-19 21:29:03+00:00,13,67,@POTUS,#Stockmarket #technology #pharmaceutical #Thursday #Oil #drugmakers #chloroquine #coronavirus #vaccine #foxnews
748,The Spanish Flu - Coo Coo Ca Choo - Stock Market (And Sentiment Results). $JPM $MMM $PFE $UTX $WFC $CSCO $DIA $SPY $ABBV $SPX $DJI https://talkmarkets.com/content/stocks--equities/the-spanish-flu--coo-coo-ca-choo--stock-market-and-sentiment-results?post=255352,neutral,2020-03-19 21:07:02+00:00,0,0,,
